ID_CTE,CLASE,TIENE_ALT,TIENE_APOLO,TIENE_TDC,TIENE_SEGUROS,TIENE_BXI,TIENE_HIJOS,TIENE_AUTOS,TIENE_BIENES,TIENE_ESTUDIOS,TIENE_TELEFONO,TIENE_MAIL,FILENET,TDC_COMPRA,TXN_SUC,TXNS,ACTIVO,NH_N2,NH,TOTAL_ALT,TOTAL_APOLO,TOTAL_TDC,TOTAL_SEGUROS,SDO_CAPTACION,SDO_CORTE,MONTO_NOMINA,PORC_GASTADO,ANIO_ALTA_CTE,GENERACION_CTE,ESTADOCLAV,ESTADODES,FUENTEINGDES,INGRESOSMENDES,SEGMENTOMKTDES,SEXO,ESTADOCIV,REGIMENMAT,FECHA_INFORMACION,FAMILIA,TOTAL_PRODUCTOS,LEYENDA,BANCA,BANCO,NUMEROCIF,VISTA,BXI,EMAIL,HIJOSNUM,AUTOSNUM,BIENESNUM,TRATAMIENTO,NIVELESTDES,ESTATUSDES,TIPOTEL1,CODIGOPOS,ANIO_MES_ALTA_CTE,ANIO_NAC_CTE,ANIO_MES_NAC_CTE,CLUSTER,TOTAL,Municipio
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.00E+21,2019,Generacion Y,28,TAMPS,No Identificado,No Identificado,PERSONAL MASIVO,F,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,60025522,1,0,30,0,0,0,ND,Otros,Activo,0,88980,2019-0,94,9411,3,1,Rio Bravo
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,764,1952,5850,199.75,2020,Generacion Y,14,JAL,Sueldo,No Identificado,PERSONAL MASIVO,F,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,62547950,1,0,0,0,0,0,ND,Otros,Activo,0,44470,2020-0,84,8409,13,1,Guadalajara
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.00E+21,2020,Generacion X,6,COAH,No Identificado,No Identificado,PERSONAL MASIVO,M,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,63163140,1,0,0,0,0,0,ND,Otros,Activo,0,27900,2020-0,75,7505,3,1,Francisco I. Madero
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,425,91,11418,12447.25,2020,Generacion X,3,BC,No Identificado,No Identificado,PERSONAL MASIVO,F,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,61315321,1,0,0,0,0,0,ND,Primaria,Activo,0,22500,2020-0,73,7306,3,1,Tijuana
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1.00E+21,2018,Generacion Y,24,SLP,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,54035362,1,0,0,0,0,0,ND,Otros,Prospecto,D,79030,2018-0,88,8811,9,1,Ciudad Valles
1.08E+11,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1.00E+21,2018,Generacion X,3,BC,No Identificado,No Identificado,PERSONAL MASIVO,,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,56449506,1,0,0,0,0,0,ND,Sin Escolaridad,Prospecto,0,22200,2018-1,78,7801,0,1,Tijuana
1.08E+11,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1.00E+21,2019,Generacion Y,15,MEX,Sueldo,$  4001 A $ 7500,PERSONAL MASIVO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,58355857,1,1,25,0,0,0,ND,Secundaria,Prospecto,C,57820,2019-0,84,8408,2,1,Nezahualcoyotl
1.07E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,836,2481,10293,314.82,2018,Generacion Y,19,NL,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,S,D,10/31/2019,1,1,CON GASTO,Comercial,BANORTE,53995329,1,0,0,0,0,0,ND,Otros,Prospecto,C,64988,2018-0,99,9912,9,1,Monterrey
1.08E+11,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,2,0,0,1,0,0,0,1.00E+21,2019,Generacion Y,10,DGO,Sueldo,$  7501 A $10000,PERSONAL MASIVO,M,C,S,10/31/2019,2,2,CON GASTO,Comercial,BANORTE,58838110,2,1,23,0,1,1,ND,Licenciatura (Profesional),Activo,C,35188,2019-0,94,9407,6,1,Lerdo
1.06E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1.00E+21,2015,Generacion Y,30,VER,Honorarios,$  3001 A $ 4000,PERSONAL MASIVO,F,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,44652095,1,0,0,0,0,0,ND,Secundaria,Prospecto,C,96998,2015-1,84,8410,9,1,Uxpanapa
1.07E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,16,16,0,1.00E+21,2016,Generacion Y,20,OAX,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,U,M,10/31/2019,1,1,CON GASTO,Comercial,BANORTE,49000701,1,0,0,0,0,0,ND,Otros,Prospecto,C,68300,2016-1,86,8607,9,1,San Juan Bautista Tuxtepec
1.07E+11,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,2,0,0,0,240,22,0,1.00E+21,2017,Generacion X,1,CDMX,Sueldo,$  7501 A $10000,PERSONAL MASIVO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,50511011,2,0,29,0,0,0,ND,Preparatoria,Prospecto,C,3240,2017-0,74,7401,9,1,SIN MUNICIPIO
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,2,2,0,1.00E+21,2018,Generacion Y,19,NL,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,54152828,1,0,0,0,0,0,ND,Otros,Prospecto,D,66023,2018-0,82,8203,9,1,Garcia
1.07E+11,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,2,0,1,0,1,0,0,1.00E+21,2017,Baby Boombers,6,COAH,Ingreso por Ventas,MENOS DE $2000,PERSONAL MASIVO,F,C,M,10/31/2019,2,2,CON GASTO,Comercial,BANORTE,49272134,2,1,24,0,1,1,ND,Carrera Tecnica,Prospecto,C,27290,2017-0,60,6002,1,1,Torreon
1.05E+11,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1.00E+21,2014,Generacion X,13,HGO,Sueldo,$  4001 A $ 7500,PERSONAL MASIVO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,39566292,1,0,0,0,0,1,ND,Carrera Tecnica,Prospecto,C,43830,2014-0,76,7601,1,1,Zempoala
1.06E+11,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,2,0,0,0,0,0,0,1.00E+21,2016,Generacion X,25,SIN,Ingreso por Ventas,No Identificado,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,46497278,2,1,19,0,0,0,ND,Preparatoria,Prospecto,C,81324,2016-0,68,6812,2,1,Ahome
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,19,19,0,1.00E+21,2018,Baby Boombers,14,JAL,Sueldo,$ 35001 A $ 50000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,55655398,1,0,30,0,0,0,ND,Otros,Prospecto,C,45656,2018-0,52,5208,9,1,Tlajomulco de Zuniga
1.07E+11,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1126,28,0,1.00E+21,2018,Generacion Y,14,JAL,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,53109436,1,0,23,0,0,0,ND,Preparatoria,Prospecto,C,48290,2018-0,95,9509,9,1,Puerto Vallarta
1.08E+11,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1.00E+21,2019,Generacion X,15,MEX,Sueldo,$ 35001 A $ 50000,PERSONAL MASIVO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,59004904,0,0,0,0,0,0,ND,Diplomado-Especialidad,Prospecto,C,53425,2019-0,76,7607,10,1,Naucalpan de Juarez
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,95,95,0,1.00E+21,2019,Generacion X,6,COAH,No Identificado,No Identificado,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,58444189,1,0,0,0,0,0,ND,Preparatoria,Activo,D,25016,2019-0,75,7504,9,1,Saltillo
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,14,14,0,1.00E+21,2018,Baby Boombers,10,DGO,Sueldo,$  7501 A $10000,PERSONAL BASICO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,56866759,1,0,0,0,0,0,ND,Otros,Prospecto,D,34200,2018-1,58,5806,9,1,Durango
1.07E+11,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1.00E+21,2018,Baby Boombers,30,VER,Sueldo,$  7501 A $10000,PERSONAL BASICO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,53982384,0,0,23,0,1,1,ND,Licenciatura (Profesional),Prospecto,C,95390,2018-0,62,6204,10,1,Cosamaloapan de Carpio
1.09E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1.00E+21,2019,Generacion X,9,CHIH,Sueldo,No Identificado,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,60074710,1,0,0,0,0,0,ND,Otros,Activo,C,32220,2019-0,74,7401,9,1,Juarez
1.09E+11,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1.00E+21,2019,Sin Generacion,26,SON,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,S,D,10/31/2019,1,1,CON GASTO,Comercial,BANORTE,59678305,1,0,26,0,0,0,ND,Preparatoria,Prospecto,C,85050,2019-0,0,9,9,1,Cajeme
1.09E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,49,75,1375,1725.05,2019,Generacion X,9,CHIH,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,60502085,1,0,0,0,0,0,ND,Primaria,Prospecto,D,32583,2019-1,74,7407,9,1,Juarez
1.08E+11,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1.00E+21,2018,Generacion Y,3,BC,Sueldo,$  7501 A $10000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,54939968,1,1,29,0,0,0,ND,Preparatoria,Prospecto,C,22207,2018-0,90,9008,2,1,Tijuana
1.05E+11,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1.00E+21,2014,Generacion Y,21,PUE,Sueldo,$  4001 A $ 7500,PERSONAL BASICO TRANSICION,F,C,S,10/31/2019,2,2,CON GASTO,Comercial,BANORTE,39095001,1,0,19,0,0,0,ND,Preparatoria,Prospecto,C,75150,2014-0,82,8212,18,1,Acatzingo
1.09E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,4,4,0,1.00E+21,2019,Generacion X,19,NL,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,60116529,1,0,0,0,0,0,ND,Otros,Prospecto,D,66655,2019-0,76,7610,9,1,Pesqueria
1.05E+11,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,338,68,0,1.00E+21,2015,Generacion X,31,YUC,No Identificado,No Identificado,PERSONAL MASIVO,F,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,42411687,1,0,19,0,0,0,LIC,Licenciatura (Profesional),Prospecto,C,97246,2015-0,67,6702,9,1,Merida
1.07E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,2,0,0,0,5491,5477,0,1.00E+21,2016,Baby Boombers,19,NL,Sueldo,$  4001 A $ 7500,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,48961989,2,0,0,0,0,0,ND,Preparatoria,Prospecto,C,67484,2016-1,40,4009,9,1,Cadereyta Jimenez
1.09E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,86,20,3420,16666.66,2019,Generacion Y,16,MICH,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,S,D,10/31/2019,1,1,CON GASTO,Comercial,BANORTE,60395135,1,0,0,0,0,0,ND,Otros,Prospecto,D,59000,2019-1,88,8802,9,1,Sahuayo
1.07E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,52,52,0,1.00E+21,2017,Generacion Y,14,JAL,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,49776144,1,0,0,0,0,0,ND,Primaria,Prospecto,C,45417,2017-0,92,9204,9,1,Tonala
1.07E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,8077,6167,6753,9.51,2017,Generacion X,9,CHIH,Sueldo,$  4001 A $ 7500,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON CAPACID,Comercial,BANORTE,50675033,1,0,0,0,0,0,ND,Secundaria,Activo,D,32000,2017-0,79,7903,9,1,Juarez
1.06E+11,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,2,0,0,0,352,267,0,1.00E+21,2016,Generacion Y,2,AGS,Sueldo,$  4001 A $ 7500,PERSONAL MASIVO,F,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,47750533,2,0,0,0,1,1,ND,Licenciatura (Profesional),Prospecto,C,20130,2016-0,93,9303,1,1,Aguascalientes
1.07E+11,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,8,12,0,1.00E+21,2018,Generacion Y,28,TAMPS,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,53475808,1,1,23,0,0,0,ND,Otros,Prospecto,D,88730,2018-0,83,8312,2,1,Reynosa
1.09E+11,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1.00E+21,2019,Baby Boombers,11,GTO,Sueldo,$  7501 A $10000,PERSONAL MASIVO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,59675455,1,1,20,0,0,0,ND,Primaria,Prospecto,C,37280,2019-0,59,5905,2,1,Leon
1.05E+11,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1.00E+21,2014,Generacion Y,11,GTO,Sueldo,$ 10001 A $ 15000,PERSONAL MASIVO,F,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,39208992,0,0,19,0,1,0,CP,Licenciatura (Profesional),Prospecto,C,36250,2014-0,88,8804,10,1,Guanajuato
1.05E+11,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,63,50,0,1.00E+21,2014,Generacion Y,1,CDMX,Sueldo,$  3001 A $ 4000,PERSONAL BASICO TRANSICION,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,40574586,1,1,26,0,0,0,ND,Preparatoria,Prospecto,C,6020,2014-0,93,9311,2,1,SIN MUNICIPIO
1.06E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,2,0,0,0,0,0,0,1.00E+21,2016,Baby Boombers,15,MEX,Sueldo,$  4001 A $ 7500,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,47285718,2,0,0,0,0,0,ND,Preparatoria,Activo,C,57300,2016-0,58,5801,9,1,Nezahualcoyotl
1.06E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,2,0,0,0,1490,2348,0,1.00E+21,2016,Generacion Y,11,GTO,Sueldo,$ 10001 A $ 15000,PERSONAL MASIVO,F,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,47683528,2,0,0,0,0,0,ND,Preparatoria,Prospecto,C,36010,2016-0,88,8812,9,1,Guanajuato
1.05E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,7,7,0,1.00E+21,2015,Generacion X,1,CDMX,Otros,$ 15001 A $ 35000,PERSONAL MASIVO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,42928366,1,0,0,0,0,0,LIC,Licenciatura (Profesional),Prospecto,C,3500,2015-0,75,7512,9,1,SIN MUNICIPIO
1.09E+11,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,358,0,10700,100,2019,Generacion Y,15,MEX,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,S,S,10/31/2019,1,1,CON GASTO,Comercial,BANORTE,60174311,1,0,0,0,0,0,ND,Sin Escolaridad,Prospecto,0,50360,2019-0,92,9204,0,1,Aculco
1.07E+11,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1.00E+21,2017,Generacion X,9,CHIH,Sueldo,MENOS DE $2000,PERSONAL BASICO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,49516086,0,0,0,0,0,0,ND,Secundaria,Prospecto,C,31579,2017-0,70,7011,10,1,Cuauhtemoc
1.09E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,2,0,0,0,97,1599,1594,-0.27,2019,Generacion Y,6,COAH,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON SALDO,Comercial,BANORTE,60008097,2,0,0,0,0,0,ND,Secundaria,Prospecto,C,26236,2019-0,92,9211,19,1,Acuna
1.09E+11,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,5,49,1257,2487.56,2019,Generacion Y,32,ZAC,Sueldo,$  4001 A $ 7500,PERSONAL MASIVO,F,C,M,10/31/2019,4,1,CON GASTO,Comercial,BANORTE,60430503,1,1,22,2,0,0,ND,Secundaria,Prospecto,C,98500,2019-1,97,9707,17,1,Calera
1.06E+11,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,2,0,0,0,0,0,0,1.00E+21,2015,Baby Boombers,15,MEX,Sueldo,$ 10001 A $ 15000,PERSONAL MASIVO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,44384954,2,0,0,0,0,1,LIC,Licenciatura (Profesional),Prospecto,D,56615,2015-1,52,5203,1,1,Valle de Chalco Solidaridad
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,9,9,0,1.00E+21,2019,Generacion Y,11,GTO,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,57932330,1,0,0,0,0,0,ND,Secundaria,Prospecto,C,36250,2019-0,89,8911,9,1,Guanajuato
1.09E+11,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,136,74,3529,4695.92,2019,Generacion Y,15,MEX,Sueldo,$  7501 A $10000,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,59820585,1,0,30,0,0,0,ND,Secundaria,Prospecto,C,52050,2019-0,88,8812,9,1,Lerma
1.07E+11,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1.00E+21,2017,Generacion X,28,TAMPS,Sueldo,$ 35001 A $ 50000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,52869100,1,0,24,0,1,1,ND,Licenciatura (Profesional),Prospecto,C,88000,2017-1,69,6906,1,1,Nuevo Laredo
1.07E+11,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1877,9,0,1.00E+21,2016,Generacion Y,28,TAMPS,Honorarios,$ 15001 A $ 35000,PERSONAL BASICO TRANSICION,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,48998203,1,1,28,0,1,1,LIC,Licenciatura (Profesional),Prospecto,C,87430,2016-1,88,8810,1,1,Matamoros
1.09E+11,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1.00E+21,2019,Baby Boombers,13,HGO,Sueldo,No Identificado,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,60326555,1,1,30,0,0,0,ND,Primaria,Prospecto,C,42185,2019-1,50,5006,2,1,Mineral de la Reforma
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,3080,2936,0,1.00E+21,2018,Generacion X,3,BC,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,56323299,1,0,0,0,0,0,ND,Otros,Prospecto,D,22970,2018-1,77,7712,9,1,Ensenada
1.08E+11,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1.00E+21,2018,Generacion Y,1,CDMX,Sueldo,$ 10001 A $ 15000,PERSONAL MASIVO,F,U,D,10/31/2019,1,2,CON GASTO,Comercial,BANORTE,55314668,1,0,24,0,0,0,LIC,Licenciatura (Profesional),Activo,C,4910,2018-0,93,9306,9,1,SIN MUNICIPIO
1.07E+11,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,89,89,0,1.00E+21,2017,Generacion Y,17,MOR,Sueldo,$  7501 A $10000,PERSONAL MASIVO,F,C,M,10/31/2019,4,1,CON GASTO,Comercial,BANORTE,49650737,1,1,21,2,0,0,LIC,Carrera Tecnica,Prospecto,C,62570,2017-0,88,8809,17,1,Jiutepec
1.06E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,182,48,0,1.00E+21,2016,Generacion X,1,CDMX,Sueldo,$  4001 A $ 7500,PERSONAL MASIVO,F,S,D,10/31/2019,1,1,CON GASTO,Comercial,BANORTE,45500940,1,0,0,0,0,0,ND,Otros,Activo,D,5330,2016-0,73,7307,9,1,SIN MUNICIPIO
1.08E+11,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,262,7072,7049,-0.32,2018,Baby Boombers,6,COAH,Sueldo,$  4001 A $ 7500,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON SALDO,Comercial,BANORTE,55443405,1,1,23,0,0,0,ND,Carrera Tecnica,Prospecto,D,25000,2018-0,53,5303,19,1,Saltillo
1.06E+11,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,10261,7224,0,1.00E+21,2015,Generacion Y,1,CDMX,Sueldo,$ 10001 A $ 15000,PERSONAL MASIVO,M,C,S,10/31/2019,3,1,CON GASTO,Comercial,BANORTE,44561467,1,1,24,1,0,0,ND,Preparatoria,Prospecto,C,7839,2015-1,87,8702,17,1,SIN MUNICIPIO
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,153,19,7309,38860.28,2019,Generacion Y,6,COAH,Sueldo,No Identificado,PERSONAL MASIVO,M,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,59320133,1,0,0,0,0,0,ND,Otros,Activo,0,25790,2019-0,89,8909,13,1,Monclova
1.03E+11,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1.00E+21,2011,Generacion Y,3,BC,Sueldo,$ 10001 A $ 15000,PERSONAL BASICO TRANSICION,M,C,M,10/31/2020,2,2,CON GASTO,Comercial,BANORTE,28918397,1,0,20,0,1,0,ND,Secundaria,Prospecto,0,22110,2011-0,82,8211,14,1,Tijuana
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,17,17,0,1.00E+21,2020,Generacion Y,16,MICH,No Identificado,No Identificado,PERSONAL MASIVO,M,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,61293070,1,0,0,0,0,0,ND,Otros,Activo,0,58610,2020-0,91,9112,3,1,Zacapu
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,48,0,900,100,2020,Generacion Y,1,CDMX,No Identificado,No Identificado,PERSONAL MASIVO,M,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,63978158,1,0,0,0,0,0,ND,Otros,Activo,0,4369,2020-1,95,9511,3,1,SIN MUNICIPIO
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.00E+21,2020,Baby Boombers,14,JAL,No Identificado,No Identificado,PERSONAL MASIVO,F,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,61616735,1,0,0,0,0,0,ND,Otros,Activo,0,45710,2020-0,62,6209,3,1,Acatlan de Juarez
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.00E+21,2020,Generacion Y,3,BC,No Identificado,No Identificado,PERSONAL MASIVO,M,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,63930791,1,0,0,0,0,0,ND,Otros,Activo,0,22330,2020-0,94,9406,3,1,Tijuana
1.07E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,4,4,0,1.00E+21,2018,Generacion Y,26,SON,Sueldo,$  4001 A $ 7500,PERSONAL MASIVO,M,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,53550721,1,0,0,0,0,0,ND,Otros,Activo,0,85532,2018-0,99,9901,13,1,SIN MUNICIPIO
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,12,4,5639,144861.43,2019,Generacion Y,16,MICH,No Identificado,No Identificado,PERSONAL MASIVO,F,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,60458226,1,0,0,0,0,0,ND,Otros,Activo,0,59620,2019-1,97,9708,3,1,Zamora
1.05E+11,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,4853,4625,18192,293.31,2015,Generacion X,6,COAH,Sueldo,MENOS DE $2000,PERSONAL MEDIO,M,C,M,10/31/2020,2,2,CON GASTO,Comercial,BANORTE,43230184,1,0,30,0,0,0,ND,Otros,Prospecto,0,25505,2015-0,74,7409,14,1,San Buenaventura
